userID,recommended_itemIDs
6201,260 1197 2762 1198 318 541 2396 1580 3175 2997
6203,318 2762 608 1097 1198 593 919 2396 2858 1196
6205,318 858 593 2762 260 1198 608 919 912 1193
6211,2762 318 593 2858 260 1198 1197 1196 858 2997
6213,260 1198 2028 593 318 1196 2762 858 457 590
6219,750 858 912 1148 608 923 260 1193 541 904
6229,593 2858 2762 2997 318 223 858 2692 1089 1198
6237,2762 2858 318 2028 260 858 919 1197 457 593
6243,260 858 1198 318 919 1196 912 593 2762 904
6247,2858 2762 318 1197 260 1198 593 2997 2028 608
6251,2762 2028 318 593 608 858 2683 1198 2997 3147
6261,2858 2028 1213 858 593 1219 2762 318 1089 1617
6273,2858 593 318 2762 858 1197 260 2997 1198 608
6287,2858 2762 318 2028 593 2396 2997 2599 919 858
6289,858 1617 318 912 1197 750 1148 541 1207 1196
6291,858 2762 2858 1198 2028 593 260 318 1219 1304
6301,3753 1198 260 1270 3147 457 2028 318 780 1580
6315,318 2762 593 858 608 1617 260 1198 1193 1213
6329,1198 260 1197 2762 318 1196 858 593 1291 1270
6331,858 1198 260 318 608 912 593 2028 1196 1197
6339,858 2028 593 318 2858 2762 260 1198 1193 1617
6341,908 858 904 913 1252 912 750 919 923 608
6349,858 912 750 608 1252 923 908 1193 1219 904
6359,858 2858 1193 1617 1213 593 318 2599 1208 608
6363,2858 318 2028 593 1089 1193 608 1208 2599 111
6381,260 1198 2762 318 1291 2716 1240 1197 1200 1270
6383,318 2762 2028 2858 3147 1197 593 1198 858 260
6387,2858 318 2762 593 2028 858 2396 1617 260 2997
6391,1035 2762 1197 1580 3753 3408 539 1270 3247 2396
6397,2762 318 1198 1196 1197 858 2858 589 1617 593
6401,858 2028 593 2762 260 318 1219 1198 1304 2858
6403,2762 318 260 1197 1198 2858 1196 593 1148 3147
6405,2858 318 260 1193 1198 608 2028 912 593 750
6407,858 318 912 1193 260 2028 1198 2762 1617 1207
6409,2028 1198 2762 260 1270 1291 590 1784 1097 1240
6417,2028 2762 318 858 260 1198 1196 593 457 589
6437,2762 318 260 1198 2028 1196 593 1197 457 589
6439,858 904 912 923 608 750 1252 908 1219 2858
6467,608 2858 318 2997 260 924 912 541 750 2762
6473,608 919 912 318 2858 923 1207 2997 1247 858
6475,318 2028 2858 2762 858 260 1198 593 608 1193
6483,260 1196 1198 1291 1374 1270 1240 2028 1200 1197
6485,1198 260 318 1196 1197 2762 2858 858 1270 2791
6499,2858 2997 608 318 2762 2028 1617 593 2959 1089
6501,858 2858 750 912 1193 260 1617 923 541 1136
6505,858 913 1252 908 912 904 608 2858 541 318
6509,2762 318 2028 1198 260 3147 457 593 858 3753
6513,260 1198 318 2762 2028 593 1197 2858 1291 589
6515,858 318 1198 260 2762 2858 1193 2028 1617 1196
6521,858 2858 1213 1089 2791 2028 1617 593 1208 1193
6529,1196 318 858 223 593 2028 2762 1136 2858 1200
6535,2762 260 1196 593 318 1197 1291 2028 3753 3147
6539,1198 318 1270 2762 1196 2716 858 919 1307 1291
6545,2762 318 2028 858 2858 593 912 260 1198 1193
6559,608 2858 1213 858 593 1089 2997 1617 111 1193
6561,1198 260 2028 318 2762 593 589 1240 1291 2858
6563,858 260 2858 318 1198 1617 2762 608 912 1196
6567,2762 318 2858 2028 858 1197 260 2396 1198 1617
6569,318 2997 593 2762 2959 608 858 1089 1198 1213
6571,2762 318 919 260 1198 593 912 2028 858 2396
6573,318 2858 858 2762 912 2028 260 593 1617 1193
6575,318 593 1198 260 2762 608 2858 2028 1193 1617
6577,2762 318 2858 593 1198 260 3147 858 3753 1270
6579,2858 2028 1213 318 858 593 2762 1089 1198 1617
6583,1198 919 1207 318 858 904 913 2762 1304 910
6585,2028 858 318 2762 593 1617 1213 260 1198 1193
6593,2028 318 2858 593 457 1198 1617 2706 3753 260
6597,2997 2858 1148 318 750 2396 912 260 858 608
6599,858 608 1193 750 1252 1213 111 541 912 1247
6607,260 1198 912 904 1219 1197 1387 1097 318 1214
6611,858 260 1198 593 2858 318 608 908 1193 912
6615,1196 1197 260 318 2396 1148 2959 2762 2858 2761
6623,2762 318 2858 3147 3408 1784 2028 3897 2396 150
6625,1198 1196 858 1214 1387 1197 1200 1219 318 919
6635,858 318 2762 1198 260 912 1617 1193 2858 1196
6651,2762 318 260 1198 1197 2028 593 1196 457 3147
6653,2858 2959 260 318 2997 1196 2028 1617 2762 1197
6655,318 2336 2324 2762 3751 1197 497 1035 265 2858
6661,260 1196 2716 2355 588 1291 457 3751 1270 2858
6663,2997 1148 608 1197 2858 2692 318 2599 260 2324
6669,318 1197 1198 1196 2762 1270 2324 919 593 1097
6679,2762 318 2396 260 1197 919 1035 2858 1198 3751
6681,2858 2997 593 2959 1089 2028 608 318 2762 1213
6687,608 318 1193 260 593 750 2858 2997 1197 1136
6701,2762 318 2396 1197 1198 260 593 1617 1196 919
6703,2858 318 2762 2959 2997 1617 2028 593 608 858
6715,318 2762 2028 260 1197 2396 3147 1784 593 590
6717,318 260 858 2762 2858 593 1198 1196 1197 1193
6719,260 858 2028 1196 593 1198 2762 318 2858 1617
6745,260 1198 2028 318 858 2762 1196 593 2858 1197
6763,318 2762 3408 858 2858 593 2324 912 2692 2028
6765,2762 2858 318 2028 3147 2959 2997 1197 593 608
6767,260 1198 318 1197 1196 2762 1270 1097 919 2396
6769,2762 318 1198 260 2028 457 593 1196 3147 858
6771,318 593 2028 1617 2959 2396 457 260 2706 1198
6781,318 2858 593 858 2762 2028 608 1193 1198 1213
6785,858 1387 1953 1214 924 2028 1240 2944 1276 1198
6795,260 858 1198 318 1196 1197 912 919 2762 1270
6797,260 2762 1197 1196 1291 2028 1270 3175 457 589
6809,1197 318 260 2858 1198 608 2762 2997 1136 1196
6815,2858 2959 858 2700 1089 2762 593 223 260 589
6817,2762 318 2028 2858 593 858 3147 1617 3408 1213
6823,318 2028 3147 593 1198 260 589 858 1240 457
6831,2858 2028 2762 318 2706 3147 2959 1527 104 1784
6837,260 2762 2028 318 1196 589 1270 457 1197 1291
6849,2858 608 1089 2997 318 1617 593 2959 1193 858
6851,858 260 1196 1198 318 1136 1617 1193 919 912
6853,858 2858 318 260 1198 1197 2997 2762 593 1196
6857,260 1198 2762 858 318 1197 593 1196 1270 919
6863,2762 318 260 2028 593 858 2716 2858 1196 1270
6867,2762 260 1198 1196 1197 1527 858 589 1291 1214
6869,260 1196 1270 1097 912 1197 858 318 1291 3471
6873,260 318 1198 2762 608 858 2028 2858 1197 912
6877,260 1198 1196 1197 2762 318 2716 1291 1214 1240
6883,2997 2858 260 858 1617 1198 1197 750 1136 1214
6891,260 1198 1196 858 541 1200 1197 750 318 1240
6901,2858 608 318 2997 858 2599 2762 1617 593 1213
6903,318 593 260 2028 1198 858 1196 1197 608 2396
6905,858 318 2028 912 1207 1247 590 1234 260 1198
6913,2858 858 593 2997 318 260 1193 1213 1136 1198
6927,2858 318 2762 593 2028 2997 858 1193 1617 2959
6931,858 318 260 2858 608 1198 593 1193 750 1197
6933,260 1198 1196 858 2028 318 593 2858 1136 589
6939,858 318 260 1198 912 2858 750 1193 1196 2762
6949,2858 318 593 1193 2762 1617 2324 2396 2028 2997
6951,912 1207 858 1234 923 1193 1247 318 2028 1617
6953,318 912 1207 2324 919 1148 904 2762 608 1197
6957,260 1198 2762 1196 2028 858 318 2858 1197 457
6971,260 1198 919 1196 318 912 1197 1207 1270 2762
6979,858 912 904 923 1219 1193 908 750 919 903
7003,318 858 260 2028 2762 608 593 1196 1198 1136
7009,858 908 608 919 904 913 1252 1193 2858 1247
7011,858 260 593 1136 608 1617 1198 318 2028 1197
7015,858 2858 750 260 608 1136 318 1617 1193 1198
7019,318 2762 2858 2028 260 593 1198 1196 1197 858
7021,2028 593 858 318 2762 260 1198 1240 608 2858
7025,2997 608 1198 858 1193 1136 2858 1089 2791 318
7027,858 750 260 1198 318 608 1193 923 541 1617
7029,260 1198 2858 1196 2762 541 318 858 1214 1240
7035,318 2762 2858 2396 2324 1617 2692 593 2959 2336
7039,608 2997 318 858 2762 750 1193 541 260 1198
7047,858 593 2858 2028 2762 1198 260 608 1617 919
7051,1198 260 593 1196 858 2762 2858 2028 1197 1136
7071,1198 260 2762 318 593 1196 2028 457 1270 1291
7075,2858 318 608 593 2762 2997 2028 858 1193 1617
7087,260 1197 1198 318 593 1196 2762 919 858 2396
7089,318 2858 260 858 2762 608 1198 2396 593 1193
7091,750 541 913 912 1212 1252 904 260 924 923
7101,2762 318 260 1198 1197 593 858 1196 2716 2028
7121,2762 858 318 593 2028 1198 457 2858 1270 1387
7125,318 2858 2762 858 2028 2997 1617 1193 2692 1358
7127,260 1198 1196 2028 2762 593 858 318 1200 1387
7131,858 260 1198 2762 593 1196 2858 1617 1197 2028
7141,2762 318 2028 3147 260 1198 1197 589 1580 3408
7151,1198 858 919 1196 2028 2762 1270 912 1262 1304
7159,2028 2762 2858 858 318 593 3147 260 1240 3753
7161,318 2762 1198 260 2858 2028 858 1197 593 1617
7163,260 2762 318 1580 1270 2716 2028 457 3147 1097
7171,912 908 913 2396 904 318 919 858 1207 260
7181,2028 2762 318 858 2959 1617 3147 260 1198 1193
7185,2762 318 260 1198 2028 2716 3147 1270 1196 1291
7199,2762 2028 318 260 593 3147 1198 2858 590 1193
7203,1198 260 2762 318 608 593 1197 2858 858 1196
7205,2858 2028 2762 318 593 2706 1617 3147 457 589
7209,858 2858 1198 318 260 2762 593 1196 1193 2028
7213,260 1198 858 1196 318 2028 2762 541 1197 1214
7215,318 2762 260 1198 1196 1197 858 593 2028 2858
7221,318 2858 2028 593 260 2396 3147 1198 858 608
7225,1198 260 318 919 912 593 2762 908 1196 1193
7227,2762 318 260 1197 1196 1198 2028 593 1617 2997
7237,260 2028 1198 2762 1196 318 858 589 1240 1214
7239,2028 593 2762 260 1196 2858 1200 1198 1222 1089
7243,912 1198 750 919 923 858 904 1148 1136 1270
7249,260 2028 1196 2762 318 593 1240 589 1387 457
7251,2762 318 1198 2028 858 3147 1196 733 1270 780
7257,912 858 919 904 260 913 923 750 1198 1617
7259,2762 1198 318 2858 1240 260 858 589 3147 1214
7263,2762 318 1198 2028 260 2858 593 858 1197 457
7269,904 912 923 913 908 910 1207 919 903 3435
7271,2858 318 2762 260 858 1198 1617 2028 1196 1197
7275,858 318 2028 2762 260 1198 593 2858 608 1197
7285,2762 2858 318 858 260 1198 593 1196 2959 589
7287,2858 318 2762 608 2997 2028 260 593 858 1198
7293,318 858 2762 2028 1198 593 1196 2858 1193 1197
7295,2762 589 593 3147 3753 260 780 1196 733 1240
7297,593 318 858 2762 2858 260 1198 1617 919 2028
7309,260 858 2762 2858 2028 593 608 1617 1196 1197
7329,260 1198 2762 1196 1197 1580 2028 318 1270 1291
7331,2762 589 1197 1200 1240 1291 2028 1214 318 1270
7337,318 260 2028 2762 593 1196 858 1197 2858 457
7341,260 318 2762 1198 1196 593 1197 2028 858 1270
7345,608 858 1198 260 593 318 2762 919 2028 2804
7347,260 858 1198 750 2858 2028 1136 318 1193 1617
7351,260 1196 1198 1197 858 1200 541 1136 750 318
7357,260 1198 1196 1270 1291 1197 3147 457 1097 1240
7361,318 2028 2858 1198 3147 593 1197 1291 260 2706
7363,912 858 318 908 2396 1207 593 1193 260 904
7367,2858 2028 2762 260 318 1198 1196 589 1617 2997
7371,260 858 1198 1196 593 2762 1197 318 1136 2858
7377,2858 858 2762 2028 593 608 1213 1193 1358 1198
7381,318 608 2028 858 593 1193 260 912 1198 1358
7383,2858 318 2762 2028 593 858 1617 1213 608 2804
7385,858 260 1198 1197 318 608 593 1196 912 750
7387,318 1198 260 2762 912 1196 2396 2324 919 593
7389,260 2762 2858 1198 1196 318 1197 593 2028 2396
7391,858 2858 318 912 2028 1193 260 593 2762 1198
7395,260 318 1198 2762 1197 858 1196 2396 541 608
7397,858 912 908 913 593 260 1198 919 2028 1617
7399,2762 260 318 1198 1196 2028 593 858 457 1197
7415,2858 2028 318 2762 858 260 593 1617 608 1198
7419,318 2762 593 858 2028 260 2858 1198 1196 608
7425,2762 318 260 1198 2396 1197 2028 593 2858 457
7431,2028 2762 2706 593 3147 589 1198 2683 1240 260
7437,318 2858 2028 593 858 1617 260 1198 2396 1193
7447,260 1198 1270 1196 858 318 1136 2804 1291 2716
7449,318 2762 2858 2028 593 260 1198 858 1197 608
7465,2858 2762 2028 593 858 608 1193 1213 1617 1358
7469,858 608 1219 923 904 912 913 908 1252 919
7475,260 1198 858 2028 318 2762 593 1196 2858 1240
7483,1198 260 1214 1196 2762 2028 858 593 318 2858
7491,318 2028 2762 593 858 2858 1198 260 1213 1193
7493,318 858 2762 593 1198 260 2028 1193 2858 1197
7497,318 260 1197 2762 1196 1198 2324 2858 1617 912
7499,260 1198 1196 1197 2762 318 2716 1291 1270 858
7501,260 1198 318 2396 858 1097 1270 593 2762 1193
7503,318 2762 1198 1197 260 2396 2324 919 1307 1196
7507,858 1198 750 1196 1278 912 1136 541 1214 924
7509,912 318 260 2762 1198 2028 919 1193 1617 908
7527,2858 318 858 2762 2028 593 1193 608 1617 260
7529,318 2858 2762 2028 593 260 858 1198 1196 1617
7531,318 2762 1198 260 593 1197 2858 858 1196 2028
7539,318 1198 750 1148 858 919 2396 1197 2858 923
7545,260 1198 858 1196 318 2762 2028 1197 2858 1617
7547,318 2858 2762 858 593 1617 260 1198 1193 912
7551,318 608 858 2762 260 2858 912 1198 593 2396
7553,858 260 1198 912 608 1219 2858 1196 904 1617
7555,2028 318 260 2762 1198 858 1197 1304 1240 2858
7561,318 2762 2858 260 1198 2028 2396 858 1197 919
7563,2858 318 858 2997 2762 608 593 1617 541 1193
7567,318 2762 260 1198 593 2028 858 2858 1196 1197
7569,318 2762 260 858 1198 1197 2858 2028 593 1196
7571,858 318 260 2858 2762 593 1617 912 1197 1193
7577,2858 858 608 593 2997 1617 318 1193 2959 2762
7581,2858 318 2997 2762 608 541 1193 858 1617 260
7585,2858 2762 593 858 318 1198 260 223 1089 2959
7589,2858 318 858 608 2762 1617 593 2028 1193 912
7597,260 1196 1198 2762 1197 318 2028 858 1580 589
7601,2762 858 593 318 260 1198 1196 2028 589 1240
7607,858 260 1196 1198 541 1214 1197 2858 2762 593
7615,1198 260 1196 2762 1387 318 1240 1214 1089 1136
7617,858 318 1198 2858 912 2762 2028 593 1197 1617
7621,858 2028 2858 318 593 2762 1193 1213 1617 1208
7623,260 858 1196 919 1197 912 318 593 2762 1136
7631,919 1197 1198 260 1097 1270 318 2396 1035 2762
7633,260 318 1198 858 912 608 1193 1197 593 2858
7635,260 1198 1196 2762 1197 318 593 589 2028 1240
7637,2762 1196 2028 318 589 593 457 1197 1270 3147
7639,2028 2762 260 2858 318 1196 589 593 1580 1240
7645,858 593 2762 2858 3753 457 260 1617 589 1198
7655,260 1198 858 1196 2762 2028 593 2858 318 1240
7657,858 1193 1207 1041 1617 923 318 2858 2997 912
7659,2858 858 608 1213 1617 2762 2997 2028 2599 912
7661,1198 2028 318 858 593 2858 1197 919 912 457
7663,2858 260 858 318 1197 2762 1198 912 608 1617
7677,2028 2762 1198 260 318 593 1196 858 457 589
7687,1198 858 260 2762 593 318 1136 919 1196 608
7689,260 1198 1196 2762 1197 593 2858 589 318 1240
7691,608 318 2997 858 2762 260 2858 1198 1197 1193
7693,2762 1196 1198 318 2028 858 1197 2858 593 1136
7701,260 1196 1198 1197 1200 1214 541 858 1136 750
7703,912 608 908 2858 1198 1219 260 593 1252 1193
7715,318 2762 858 2028 912 260 1198 593 1207 1193
7717,2762 2028 3753 733 780 318 2706 104 1291 1527
7719,2028 2762 318 260 1198 1196 3147 457 858 593
7721,318 1617 608 593 2762 912 1193 260 908 2997
7735,318 2858 2028 593 2762 2959 858 1193 260 1617
7741,1198 260 2762 318 593 858 2028 1240 1196 2716
7751,2028 2762 260 593 1198 1196 858 589 1617 1240
7763,2858 318 608 2762 593 2997 1213 858 1193 1617
7775,912 1207 923 908 904 858 750 910 913 1252
7781,858 260 1198 541 608 750 593 1193 1214 318
7783,260 1196 912 858 750 541 913 919 908 1219
7789,318 2858 2762 858 593 2028 608 260 1193 1617
7797,318 912 2858 1197 2324 908 1617 608 858 919
7819,318 2762 260 1197 1198 1196 858 593 912 1193
7821,260 1198 858 318 1196 2762 2858 593 1136 1617
7825,2762 318 2858 1198 1197 260 2716 858 608 1291
7827,260 2762 2028 318 1196 2858 593 589 1240 1291
7831,858 1214 541 1196 318 1198 608 1200 1240 2858
7837,2762 318 2028 260 3147 1198 593 1196 1197 457
7843,858 608 593 318 2762 260 1213 2028 1219 1617
7853,318 2762 2028 3147 3408 3753 593 457 1961 260
7857,260 1198 1200 1240 1387 589 858 1136 1214 1291
7867,260 1198 919 1196 1197 912 858 1136 1278 908
7869,1198 260 912 1197 858 908 919 904 1196 608
7873,260 318 2762 1198 2028 858 2858 593 1196 608
7885,2396 318 260 2762 1198 919 1197 912 1307 1097
7891,260 1198 1196 318 1291 3147 2028 593 1197 457
7895,2762 318 2858 2028 858 1198 260 1304 3147 1193
7897,1198 260 858 1196 318 2762 593 1197 2028 912
7903,260 1197 1198 2858 318 858 2762 593 1196 608
7905,260 2762 1198 318 1196 858 2028 2858 1136 1617
7907,260 1198 2762 1196 2028 318 1291 589 1197 1240
7909,1198 260 2028 2762 593 858 318 1196 457 1387
7911,260 1198 318 2762 1197 1196 593 858 2028 2396
7919,2762 2858 318 858 593 2028 260 1198 1617 1197
7931,2762 260 1198 858 1196 318 1387 2858 589 457
7933,2858 318 2762 2028 858 1197 260 2396 2324 593
7949,260 318 2762 2028 858 593 919 912 1196 2858
7955,858 1198 1219 593 919 912 1387 1196 318 2762
7957,260 1198 1197 1196 919 2762 1291 2716 318 588
7961,912 1207 904 923 908 913 858 919 910 903
7963,318 2762 858 2858 1207 919 2324 1193 2396 593
7965,318 2762 2028 608 1198 858 260 593 1617 1197
7971,2762 318 2028 260 593 2858 858 1198 1196 1197
7973,2858 318 2762 858 2028 593 260 1193 1196 1617
7975,318 2762 2028 3147 260 2858 593 1198 1193 2396
7981,2762 2858 318 2028 593 260 858 1198 1196 1617
7993,260 1200 780 1291 3753 589 1240 2762 1214 2028
7999,2858 858 2762 2997 318 608 2028 593 1213 1193
8005,2858 260 318 912 1617 2762 2028 1198 608 593
8007,260 2762 1198 318 1196 2028 858 1197 593 589
8023,260 2762 318 1196 1198 2028 1197 858 593 589
8025,2762 260 2028 2858 1198 858 593 1617 589 1197
8029,1198 858 1197 1196 318 904 750 593 908 1136
8035,2028 2762 318 3147 1240 589 858 2858 3753 1304
8039,260 1196 2028 2762 589 1240 1291 1214 780 1197
8041,260 1198 1253 1196 1219 2664 1387 2949 904 1304
8043,260 858 1198 2028 1387 912 1219 1214 541 750
8051,2858 1617 318 2028 2762 260 858 1198 1196 608
8053,260 1198 858 919 1196 912 608 750 1197 593
8059,260 1196 858 1200 1214 1197 2791 1136 1270 2716
8079,858 1617 593 1213 1198 1193 2028 750 608 318
8081,2762 260 1196 593 1214 1200 318 1387 858 589
8093,260 1198 2762 1196 2028 593 318 589 457 2858
8097,260 1214 1196 1198 1240 2028 1200 858 924 3471
8103,318 2762 2858 593 858 2028 260 1198 608 1193
8105,858 1136 260 1198 2858 2028 541 593 1214 1213
8107,858 2762 318 2028 593 1198 1136 1193 1387 1304
8109,318 2762 593 2858 858 1198 1193 260 1213 1617
8117,318 2858 2762 858 2028 593 260 1198 1193 1197
8119,2762 260 2028 318 1196 593 1240 589 2858 2716
8123,2762 2028 260 1196 593 1198 589 457 733 1580
8125,318 2762 2858 593 858 1198 260 608 457 3147
8131,858 2858 318 1193 2028 593 2762 608 1617 1213
8135,260 318 2762 1198 858 593 1197 1196 2028 2858
8143,858 1198 260 318 2028 1196 912 1387 1617 1197
8145,260 1198 318 858 2762 1196 2028 593 1197 1193
8153,1198 1196 1097 1197 1200 2762 1214 589 318 1240
8159,593 318 2028 1198 260 1617 1197 1213 589 858
8163,2762 858 2858 608 260 2028 593 1198 1617 912
8171,2762 318 1198 1580 588 3753 260 1291 3147 457
8175,2997 608 2599 2692 1193 1089 1213 593 2762 3160
8177,2762 2028 318 1198 260 593 589 457 1270 2858
8179,912 608 318 2858 2396 750 908 2762 919 1252
8187,2762 2858 318 2028 593 260 1197 457 3147 1617
8191,913 908 858 912 2858 1197 1219 750 1198 541
8193,2858 858 318 260 2762 1617 608 1198 1197 593
8201,2762 2028 318 2858 858 593 1198 260 457 3147
8213,2716 2762 1197 318 608 1270 1291 1580 457 593
8219,858 260 1198 318 593 2028 2858 1196 2762 1136
8221,2762 318 260 1198 2858 593 589 457 1196 858
8227,1198 260 2762 318 1196 541 858 593 1240 589
8233,2762 2858 318 593 1198 260 589 858 457 1197
8235,858 608 260 1198 541 750 924 2997 1214 318
8239,1198 260 318 593 2762 858 1196 2028 1197 1270
8249,318 2762 1198 260 593 2028 1197 1196 457 2858
8253,260 1198 1197 318 2762 1291 457 1270 2028 589
8265,2762 2028 2858 318 1197 1580 457 1198 3753 260
8275,260 2762 1198 318 1197 912 1196 2858 919 3751
8277,318 2762 2858 2396 2336 3408 2324 265 3751 2908
8281,318 2762 593 2396 2028 3147 457 3408 150 2324
8285,260 1196 318 1197 858 2028 2762 593 1291 541
8293,260 1198 1196 318 1197 2028 2762 589 858 593
8297,2762 318 260 1198 1196 2028 593 2396 1197 457
8301,2762 318 260 1198 2028 2858 593 858 1196 1197
8303,858 912 318 1198 750 541 608 1207 1193 1252
8309,2762 260 1198 2858 593 318 1197 2028 1196 858
8311,318 2762 858 1198 1197 593 1196 2858 1214 3793
8321,913 858 924 908 1219 923 2858 608 1212 111
8329,260 1198 318 1196 2762 858 593 2858 1197 2028
8337,920 858 912 1207 318 1247 904 593 913 908
8339,858 2858 1193 2028 318 1617 1213 593 912 1219
8345,260 1198 318 858 2762 593 1196 1197 919 1270
8357,858 912 318 1193 750 1207 1247 2858 923 1252
8361,2762 2028 318 3147 1198 2858 260 593 457 1270
8363,260 1198 1196 858 318 593 2762 1197 2858 2028
8369,1198 858 1196 2762 2028 318 593 1214 2858 1197
8379,260 1198 318 1270 2762 3753 1097 1197 1196 3408
8381,260 858 2762 318 1198 1196 750 912 1197 541
8385,260 1198 318 2028 1196 2858 1197 589 541 1240
8389,608 2858 858 912 919 2762 593 2324 1197 1198
8397,318 2858 858 608 2028 593 1193 1198 1617 260
8401,2762 318 260 1198 1197 1196 593 2858 858 2028
8405,318 858 260 1198 593 1196 2762 2028 1193 2858
8411,260 1198 1196 858 2762 318 1197 593 912 2858
8417,2762 2858 2028 318 593 260 858 1198 1617 1196
8419,260 2762 1198 2028 318 1240 1196 1214 589 858
8437,2028 260 1198 2762 858 318 593 1196 919 457
8439,1197 260 318 2762 2858 2997 1580 1198 1148 3751
8443,318 260 912 2762 920 2028 1207 858 1198 590
8449,2997 608 2599 2692 541 2762 858 1617 1197 1213
8451,2858 2762 260 1198 318 608 593 1197 2997 2028
8457,2762 318 260 1198 2028 1197 2858 593 1196 457
8461,318 260 2762 1198 1197 1196 2396 919 858 2028
8463,2762 318 593 260 2028 1198 858 1617 1197 1196
8471,2997 1197 2858 260 1198 608 2762 1148 541 1196
8473,2028 2762 318 593 260 1198 1196 858 3147 1291
8479,260 1198 1196 858 2762 318 2028 1197 593 1270
8489,260 1198 1240 541 1196 589 858 1200 2028 1580
8491,2028 2858 260 2762 858 318 1198 593 1196 1136
8501,858 1198 260 318 2028 2762 593 1193 912 1304
8503,260 2762 1198 2028 318 1196 593 858 1240 2858
8507,260 1198 2028 593 2858 318 2762 858 1270 1240
8509,260 858 318 912 1198 2762 1197 750 1193 919
8523,318 260 1198 2762 1197 1196 593 2028 608 541
8533,2858 2997 608 858 318 2762 593 2028 1213 1617
8541,260 1198 858 912 1196 919 750 2028 1136 1270
8543,260 2762 1198 541 318 1197 2028 1580 2858 1214
8545,858 260 318 2858 2028 1198 2762 912 593 1617
8553,858 593 2858 2762 1198 318 2028 1197 2599 2804
8557,858 2858 608 318 1213 2028 2762 593 1089 223
8565,260 318 2762 1198 1197 593 1196 858 2396 2028
8577,2762 260 1198 318 589 2028 1196 1580 457 1197
8583,2028 260 1198 318 3753 1196 593 589 457 3147
8597,2762 1580 318 3753 1198 3147 2628 780 260 733
8603,318 2762 593 2028 1198 260 457 1197 1617 858
8607,260 318 1198 2762 1196 1197 593 858 2028 2858
8609,2762 593 318 2028 2858 1198 1617 457 1197 1219
8617,2762 3147 318 3753 780 733 589 260 2706 1198
8621,2762 1198 318 2028 457 3147 593 1270 1196 1580
8629,260 1198 1196 2762 1197 1270 593 318 589 2716
8631,1198 260 2762 318 1197 858 1196 593 2858 2028
8633,260 1198 1196 2762 1197 318 858 2028 593 541
8635,2762 318 2028 3147 593 1198 858 457 3408 589
8647,318 593 2858 2028 2762 1193 1213 1617 1198 2804
8657,318 3147 3753 457 1198 260 780 589 593 590
8661,318 2762 2028 1198 260 593 3147 858 2858 1197
8673,1198 2028 858 2762 541 2716 593 318 3527 1136
8677,2858 2762 318 260 2028 1197 1198 1196 2959 1580
8681,2762 1198 260 318 1196 1197 2028 457 593 858
8687,858 111 1252 1213 1219 541 924 1208 1193 923
8691,858 2858 318 608 593 912 1617 260 1193 1198
8695,318 2762 2028 260 1198 593 858 608 1197 1617
8699,2028 260 2762 318 858 1198 1196 593 2858 457
8703,1198 1196 1197 2716 318 1291 593 858 1270 1136
8705,2762 318 2858 260 593 1198 1617 589 457 1196
8709,260 1196 1198 2762 2028 318 1240 593 1291 1197
8719,260 2762 1198 1197 318 858 1196 1617 912 2997
8721,1198 1196 1197 2762 318 1097 1270 858 2396 541
8723,2858 858 2997 1193 750 1213 1089 111 541 1617
8727,260 1198 2762 589 1240 1200 2716 1291 1214 1197
8731,858 260 1198 593 1196 2858 1214 2028 2762 541
8735,260 1198 1196 2762 318 1197 2028 589 1240 541
8747,1196 1270 1580 2762 2028 1240 2716 733 1197 780
8749,2762 3753 260 593 318 858 2028 3147 1387 1291
8751,2762 318 2028 1198 593 1196 2858 457 3147 858
8755,2028 2858 2762 858 318 593 1198 589 1240 260
8759,318 2762 2028 3408 590 2858 1961 2396 2324 593
8771,260 1196 1214 1200 858 1240 541 1136 589 2028
8779,2762 2028 318 733 593 260 589 1198 3753 3147
8785,2858 593 2028 858 2762 318 260 1198 1617 608
8787,318 2762 858 2028 593 608 1617 260 1193 1198
8801,919 858 912 260 1198 908 913 904 923 1219
8813,2762 318 2028 858 1198 2706 260 1213 1617 589
8823,2762 2028 3753 780 2706 1917 1580 318 1291 260
8825,2762 318 2858 593 2028 260 858 1198 1197 2396
8835,912 904 923 1207 908 858 750 913 318 1197
8851,858 912 260 919 750 904 913 1198 1219 541
8855,318 2762 858 2858 260 593 1198 608 912 919
8857,318 858 2762 912 2858 608 1193 593 1207 2396
8863,260 318 1198 2762 2396 1196 1197 919 858 593
8865,260 2858 1214 541 2028 858 2762 1240 318 589
8871,2762 318 2858 1197 260 1198 608 2997 2028 593
8873,318 1197 2396 260 2081 1097 3408 1270 588 1035
8879,858 318 2028 2762 593 260 1617 1198 1213 1193
8883,260 1198 2762 318 1197 1196 2028 858 2858 919
8887,2858 2762 318 593 2028 1198 858 589 1213 1196
8889,318 260 2396 2762 858 1198 593 2028 1196 1617
8891,260 1198 1196 2762 593 2858 318 589 2959 2706
8899,2858 858 2028 318 2762 912 1617 260 593 1198
8903,318 2858 2762 1617 2028 593 260 1197 1196 1198
8907,2858 318 2028 2762 858 1617 2997 260 2959 593
8915,2858 318 2762 2396 1197 2997 1193 858 2324 2028
8919,2858 2762 318 2028 3147 260 593 2997 1198 1580
8935,260 912 858 1198 1196 908 1197 2762 2396 593
8945,318 2858 1197 2396 2997 260 608 912 2028 1198
8955,593 858 318 260 1196 2762 1617 1193 2396 608
